;avail_local;avail_exterior;gwp_op_local;c_op_local
WOOD;285.6925939;0;0.0118;0.016980597
BIOMASS_RESIDUES;766.5454221;0;0.0118;0.010318121
WASTE;0;0;0.1501;0.021188
GAS;0;0;0.2666;0.003808
GASOLINE;0;0;0.3448;0.05348
DIESEL;0;3060.229552;0.3148;0.04663
LFO;0;5.132217999;0.3115;0.035454
LPG;0;0;0.283609;0.021579
LNG;0;0;0.2666;0.003808
JET_FUEL;0;5.132217999;0.3115;0.035454
